Sample_Index,EXG_Channel_0,EXG_Channel_1,EXG_Channel_2,EXG_Channel_3,Accel_Channel_0,Accel_Channel_1,Accel_Channel_2,Timestamp,Timestamp_(Formatted)
16.0,-375.3662787526846,-370.8783988058567,-312.4761210978031,-194.235444098711,0.0960000045597553,-0.0480000022798776,1.008000047877431,1706389487.4270024, 2024-01-27 16:04:47.427
18.0,-371.4767827987671,-362.5010229051113,-302.30359321832657,-205.2457095682621,0.0960000045597553,-0.0480000022798776,1.008000047877431,1706389487.4567556, 2024-01-27 16:04:47.456
20.0,-369.1430852264166,-372.4341971874237,-317.8615770339966,-210.75084230303764,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.472023, 2024-01-27 16:04:47.472
22.0,-350.2341510504484,-371.357106000185,-316.8443242460489,-196.8683336675167,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.4871216, 2024-01-27 16:04:47.487
24.0,-368.245509237051,-376.4433699399233,-315.8270714581013,-197.40687926113605,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.5163178, 2024-01-27 16:04:47.516
26.0,-375.2466019541025,-372.912904381752,-308.2275947481394,-198.12494005262852,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.5308535, 2024-01-27 16:04:47.530
28.0,-389.60781778395176,-379.7344819009304,-308.2275947481394,-209.49423591792583,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.5472577, 2024-01-27 16:04:47.547
30.0,-371.41694439947605,-373.3916115760803,-305.71438197791576,-202.55298160016537,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.576396, 2024-01-27 16:04:47.576
32.0,-352.44817182421684,-370.1004996150732,-312.65563629567623,-190.4656249433756,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.5906155, 2024-01-27 16:04:47.590
34.0,-365.133912473917,-370.63904520869255,-305.35535158216953,-179.99390506744385,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.6071413, 2024-01-27 16:04:47.607
36.0,-379.31561310589314,-369.9209844172001,-304.63729079067707,-191.18368573486805,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.636701, 2024-01-27 16:04:47.636
38.0,-384.76090744137764,-369.56195402145386,-300.56827963888645,-197.22736406326294,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.6506307, 2024-01-27 16:04:47.650
40.0,-381.4099570810795,-376.98191553354263,-314.21143467724323,-201.77508240938187,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.667074, 2024-01-27 16:04:47.667
42.0,-369.86114601790905,-388.470888197422,-322.46913377940655,-192.9788377135992,0.0960000045597553,-0.0480000022798776,0.9920000471174716,1706389487.697245, 2024-01-27 16:04:47.697
