%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
47.0, -216.1362982392311, -537.58817923069, -1919.3764956593513, -179.27584427595139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583140943E9, 0.0, 2024-02-10 15:09:18.314
47.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583140943E9, 0.0, 2024-02-10 15:09:18.314
0.0, -236.24200040102005, -611.3090871572495, -2021.5804816484451, -215.1788838505745, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583531084E9, 0.0, 2024-02-10 15:09:18.353
0.0, -228.34333169460297, -499.5309572815895, -1832.2517862915993, -164.91462844610214, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583531084E9, 0.0, 2024-02-10 15:09:18.353
1.0, -230.7368676662445, -622.3193526268005, -1993.336757183075, -221.16272377967834, 0.0, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583678608E9, 0.0, 2024-02-10 15:09:18.367
1.0, -250.84256982803345, -651.5204914808273, -2074.9563338160515, -229.54009968042374, 0.0, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583678608E9, 0.0, 2024-02-10 15:09:18.367
2.0, -269.2727968096733, -542.8539583683014, -1880.8405665159225, -169.94105398654938, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583822536E9, 0.0, 2024-02-10 15:09:18.382
2.0, -250.12450903654099, -592.1607993841171, -1918.4190812706947, -191.48287773132324, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583822536E9, 0.0, 2024-02-10 15:09:18.382
3.0, -257.7838241457939, -696.5189677476883, -2105.354240655899, -237.67812198400497, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583829882E9, 0.0, 2024-02-10 15:09:18.382
3.0, -273.3418079614639, -577.7995835542679, -1951.6892312765121, -178.79713708162308, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957583829882E9, 0.0, 2024-02-10 15:09:18.382
4.0, -253.7148129940033, -548.1197375059128, -1865.7612898945808, -173.5313579440117, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707595758396567E9, 0.0, 2024-02-10 15:09:18.396
4.0, -254.43287378549576, -681.6790447235107, -2068.254433095455, -236.72070759534836, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707595758396567E9, 0.0, 2024-02-10 15:09:18.396
5.0, -266.87926083803177, -624.2341814041138, -2020.1443600654602, -198.90283924341202, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075957584124067E9, 0.0, 2024-02-10 15:09:18.412
