%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0.0, 9.813497483730316, -78.74733346700668, -87.12470936775208, 452.85700583457947, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525079997E9, 0.0, 2024-01-16 13:30:52.507
0.0, -94.784024477005, -234.80587881803513, -190.04675614833832, 340.83952236175537, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525079997E9, 0.0, 2024-01-16 13:30:52.507
1.0, -66.77965360879898, -156.05854535102844, -128.77223527431488, 382.247694671154, 0.0, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525226667E9, 0.0, 2024-01-16 13:30:52.522
1.0, 29.919199645519257, -33.27015000581741, -58.8809849023819, 471.28723281621933, 0.0, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525226667E9, 0.0, 2024-01-16 13:30:52.522
2.0, -64.86482483148575, -195.07318168878555, -160.36691009998322, 372.4341971874237, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525371296E9, 0.0, 2024-01-16 13:30:52.537
2.0, -118.2406769990921, -226.90721011161804, -192.679645717144, 323.12735617160797, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525371296E9, 0.0, 2024-01-16 13:30:52.537
3.0, 15.31863021850586, -55.290680944919586, -63.90741044282913, 445.915751516819, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429852537851E9, 0.0, 2024-01-16 13:30:52.537
3.0, -7.65931510925293, -126.37869930267334, -112.97489786148071, 414.5604302883148, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429852537851E9, 0.0, 2024-01-16 13:30:52.537
4.0, -93.34790289402008, -224.0349669456482, -191.00417053699493, 315.46804106235504, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525519152E9, 0.0, 2024-01-16 13:30:52.551
4.0, -16.276044607162476, -86.64600217342377, -87.84277015924454, 413.84236949682236, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525519152E9, 0.0, 2024-01-16 13:30:52.551
5.0, 22.49923813343048, -68.2157751917839, -76.83250468969345, 459.5589065551758, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525671995E9, 0.0, 2024-01-16 13:30:52.567
5.0, -96.93820685148239, -236.0026468038559, -195.55188888311386, 338.92469358444214, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525671995E9, 0.0, 2024-01-16 13:30:52.567
6.0, -71.32737195491791, -159.64884930849075, -139.0644399523735, 359.74845653772354, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525678587E9, 0.0, 2024-01-16 13:30:52.567
6.0, 27.525663673877716, -50.98231619596481, -73.24220073223114, 446.15510511398315, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525678587E9, 0.0, 2024-01-16 13:30:52.567
7.0, -67.25836080312729, -207.75892233848572, -182.62679463624954, 333.8982680439949, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525817137E9, 0.0, 2024-01-16 13:30:52.581
7.0, -105.79428994655609, -221.16272377967834, -178.31842988729477, 323.12735617160797, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525817137E9, 0.0, 2024-01-16 13:30:52.581
8.0, 16.51539820432663, -56.2480953335762, -55.290680944919586, 468.4149896502495, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525972714E9, 0.0, 2024-01-16 13:30:52.597
8.0, -24.89277410507202, -141.93668311834335, -128.29352807998657, 404.50757920742035, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525972714E9, 0.0, 2024-01-16 13:30:52.597
9.0, -112.97489786148071, -238.87488996982574, -193.15835291147232, 319.2976986169815, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525980213E9, 0.0, 2024-01-16 13:30:52.598
9.0, -12.44638705253601, -83.05569821596146, -89.03953814506531, 421.9803918004036, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298525980213E9, 0.0, 2024-01-16 13:30:52.598
10.0, 22.259884536266327, -74.91767591238022, -82.57699102163315, 444.4796299338341, -1.008000047877431, -1.008000047877431, 0.5440000258386135, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429852627849E9, 0.0, 2024-01-16 13:30:52.627
10.0, -101.96463239192963, -247.4916194677353, -200.0996072292328, 313.5532122850418, -1.008000047877431, -1.008000047877431, 0.5440000258386135, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429852627849E9, 0.0, 2024-01-16 13:30:52.627
11.0, -54.572620153427124, -143.13345110416412, -128.29352807998657, 380.57221949100494, -1.008000047877431, -0.5440000258386135, 0.5440000258386135, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298526285694E9, 0.0, 2024-01-16 13:30:52.628
11.0, 37.81786835193634, -43.80170828104019, -55.05132734775543, 476.31365835666656, -1.008000047877431, -0.5440000258386135, 0.5440000258386135, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298526285694E9, 0.0, 2024-01-16 13:30:52.628
12.0, -64.6254712343216, -200.0996072292328, -173.29200434684753, 357.8336277604103, -0.5440000258386135, -0.5440000258386135, 0.5440000258386135, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298526294916E9, 0.0, 2024-01-16 13:30:52.629
12.0, -97.89562124013901, -209.67375111579895, -179.27584427595139, 324.80283135175705, -0.5440000258386135, -0.5440000258386135, 0.5440000258386135, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298526294916E9, 0.0, 2024-01-16 13:30:52.629
13.0, 12.44638705253601, -59.359692096710205, -65.1041784286499, 447.5912266969681, -0.5440000258386135, -0.5440000258386135, 0.5440000258386135, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298526584415E9, 0.0, 2024-01-16 13:30:52.658
13.0, -15.557983815670013, -137.62831836938858, -132.60189282894135, 398.5237392783165, -0.5440000258386135, -0.5440000258386135, 0.5440000258386135, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054298526584415E9, 0.0, 2024-01-16 13:30:52.658
