 Timestamp, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3
 1.7075953827717085E9, -488.99939900636673, -707.0505260229111, -2055.329338848591, -239.35359716415405
 1.7075953827717085E9, -399.4811536669731, -744.150333583355, -2127.6141251921654, -242.46519392728806
 1.707595382807094E9, -391.1037777662277, -648.6482483148575, -2075.1956874132156, -178.79713708162308
 1.707595382807094E9, -482.7762054800987, -751.0915879011154, -2087.1633672714233, -263.5283104777336
 1.7075953828216865E9, -328.87184250354767, -704.8963436484337, -2142.9327554106712, -201.77508240938187
 1.7075953828216865E9, -333.4195608496666, -624.2341814041138, -2085.009184896946, -144.56957268714905
 1.7075953828366013E9, -478.7071943283081, -709.2047083973885, -2060.116410791874, -241.50777953863144
 1.7075953828366013E9, -384.4018770456314, -732.6613609194756, -2121.3909316658974, -227.38591730594635
 1.7075953828371077E9, -294.8836317062378, -633.0902644991875, -2108.9445446133614, -136.4315503835678
 1.7075953828371077E9, -437.5383756160736, -664.92429292202, -2056.765460431576, -207.2802151441574
 1.707595382850882E9, -440.88932597637177, -751.0915879011154, -2107.2690694332123, -256.10834896564484
 1.707595382850882E9, -293.686863720417, -662.5307569503784, -2130.007661163807, -160.84561729431152
 1.7075953828665242E9, -392.7792529463768, -644.1005299687386, -2072.323444247246, -180.7119658589363
 1.7075953828665242E9, -483.0155590772629, -746.7832231521606, -2091.7110856175423, -272.14503997564316
 1.7075953828670585E9, -341.796936750412, -708.0079404115677, -2149.8740097284317, -208.9556903243065
 1.7075953828670585E9, -341.0788759589195, -636.9199220538139, -2097.455571949482, -162.28173887729645
 1.7075953828805337E9, -488.0419846177101, -719.9756202697754, -2076.8711625933647, -255.15093457698822
 1.7075953828805337E9, -390.38571697473526, -742.9535655975342, -2137.4276226758957, -242.94390112161636
 1.7075953828964849E9, -301.82488602399826, -646.0153587460518, -2122.587699651718, -156.2978989481926
 1.7075953828964849E9, -444.9583371281624, -677.1313263773918, -2068.4937866926193, -217.33306622505188
 1.7075953828970287E9, -444.2402763366699, -755.160599052906, -2111.338080585003, -263.76766407489777
 1.7075953828970287E9, -297.0378140807152, -669.711364865303, -2133.119257926941, -162.0423852801323
 1.7075953829108787E9, -391.1037777662277, -643.1431155800819, -2070.6479690670967, -174.4887723326683
 1.7075953829108787E9, -481.10073029994965, -742.71421200037, -2081.4188809394836, -259.69865292310715
 1.7075953829265125E9, -333.4195608496666, -705.375050842762, -2135.5127938985825, -193.87641370296478
 1.7075953829265125E9, -334.3769752383232, -629.260606944561, -2093.3865607976913, -151.75018060207367
 1.7075953829272013E9, -481.8187910914421, -712.7950123548508, -2064.4247755408287, -252.75739860534668
 1.7075953829272013E9, -389.90700978040695, -733.6187753081322, -2127.135417997837, -236.72070759534836
 1.7075953829405727E9, -301.1068252325058, -632.6115573048592, -2109.662605404854, -146.72375506162643
 1.7075953829405727E9, -446.8731659054756, -674.9771440029144, -2067.5363723039627, -213.26405507326126
 1.7075953829561343E9, -443.52221554517746, -757.0754278302193, -2116.36450612545, -264.7250784635544
 1.7075953829561343E9, -297.5165212750435, -670.4294256567955, -2141.257280230522, -174.4887723326683
 1.7075953829712336E9, -387.5134738087654, -646.2547123432159, -2074.9563338160515, -182.14808744192123
 1.7075953829712336E9, -476.7923655509949, -743.9109799861908, -2093.3865607976913, -274.5385759472847
 1.7075953829719253E9, -329.8292568922043, -703.6995756626129, -2150.592070519924, -213.98211586475372
 1.7075953829719253E9, -337.24921840429306, -629.260606944561, -2101.2852295041084, -164.675274848938
 1.7075953829868104E9, -481.3400838971138, -709.2047083973885, -2069.9299082756042, -251.5606306195259
 1.7075953829868104E9, -387.75282740592957, -732.4220073223114, -2131.92248994112, -241.50777953863144
 1.707595382987568E9, -295.8410460948944, -635.483800470829, -2113.9709701538086, -144.56957268714905
 1.707595382987568E9, -444.9583371281624, -668.5145968794823, -2057.9622284173965, -206.56215435266495
 1.7075953830172334E9, -448.30928748846054, -749.1767591238022, -2104.1574726700783, -259.21994572877884
 1.7075953830172334E9, -302.7823004126549, -662.2914033532143, -2128.571539580822, -164.91462844610214
 1.7075953830177243E9, -386.5560594201088, -638.8347508311272, -2068.015079498291, -174.01006513834
 1.7075953830177243E9, -485.6484486460686, -745.1077479720116, -2087.881428062916, -269.99085760116577
 1.7075953830185285E9, -338.92469358444214, -705.375050842762, -2141.017926633358, -202.01443600654602
 1.7075953830185285E9, -341.796936750412, -633.3296180963516, -2095.0620359778404, -157.73402053117752
 1.7075953830305212E9, -487.32392382621765, -716.8640235066414, -2072.802151441574, -258.5018849372864
 1.7075953830305212E9, -400.6779216527939, -745.1077479720116, -2134.3160259127617, -246.05549788475037
 1.7075953830463922E9, -309.72355473041534, -646.0153587460518, -2120.912224471569, -152.94694858789444
 1.7075953830463922E9, -449.5060554742813, -681.4396911263466, -2074.9563338160515, -227.86462450027466
 1.7075953830469942E9, -448.30928748846054, -752.7670630812645, -2117.800627708435, -268.07602882385254
 1.7075953830469942E9, -299.4313500523567, -670.6687792539597, -2135.2734403014183, -170.18040758371353
 1.7075953830609016E9, -388.470888197422, -644.818590760231, -2073.5202122330666, -171.8558827638626
 1.7075953830609016E9, -478.94654792547226, -747.9799911379814, -2098.4129863381386, -273.3418079614639
 1.7075953830761852E9, -338.685339987278, -713.7524267435074, -2144.129523396492, -207.2802151441574
 1.7075953830761852E9, -333.8982680439949, -638.1166900396347, -2095.3013895750046, -151.75018060207367
 1.707595383076893E9, -483.73361986875534, -719.4969130754471, -2069.69055467844, -251.79998421669006
 1.707595383076893E9, -391.8218385577202, -745.3471015691757, -2128.810893177986, -233.8484644293785
 1.7075953830905616E9, -303.97906839847565, -646.0153587460518, -2115.1677381396294, -147.9205230474472
 1.7075953830905616E9, -451.89959144592285, -678.3280943632126, -2063.228007555008, -216.85435903072357
 1.7075953831061723E9, -453.3357130289078, -755.160599052906, -2112.5348485708237, -266.1612000465393
 1.7075953831061723E9, -308.2874331474304, -672.5836080312729, -2138.145683467388, -175.68554031848907
 1.7075953831069262E9, -391.8218385577202, -651.7598450779915, -2079.7434057593346, -183.344855427742
 1.7075953831069262E9, -488.7600454092026, -753.0064166784286, -2101.7639366984367, -279.3256478905678
 1.7075953831205645E9, -336.29180401563644, -713.7524267435074, -2148.437888145447, -212.30664068460464
 1.7075953831205645E9, -338.685339987278, -631.8934965133667, -2090.7536712288857, -159.4094957113266
 1.70759538313616E9, -476.0743047595024, -708.0079404115677, -2060.355764389038, -242.94390112161636
 1.70759538313616E9, -390.38571697473526, -737.6877864599228, -2124.023821234703, -232.17298924922943
 1.707595383136909E9, -300.86747163534164, -632.6115573048592, -2108.705191016197, -143.61215829849243
 1.707595383136909E9, -437.5383756160736, -668.5145968794823, -2055.329338848591, -206.56215435266495
 1.7075953831505277E9, -446.63381230831146, -756.596720635891, -2114.928384542465, -267.59732162952423
 1.7075953831505277E9, -301.1068252325058, -671.3868400454521, -2138.8637442588806, -179.7545514702797
 1.7075953831665573E9, -384.4018770456314, -645.7760051488876, -2082.8550025224686, -186.93515938520432
 1.7075953831665573E9, -482.53685188293457, -746.7832231521606, -2095.3013895750046, -275.9746975302696
 1.7075953831670132E9, -339.88210797309875, -714.709841132164, -2149.6346561312675, -213.98211586475372
 1.7075953831670132E9, -340.1214615702629, -640.9889332056046, -2102.242643892765, -164.91462844610214
 1.7075953831805117E9, -486.1271558403969, -717.1033771038055, -2076.3924553990364, -256.8264097571373
 1.7075953831805117E9, -398.76309287548065, -746.5438695549965, -2136.9489154815674, -250.12450903654099
 1.7075953831964436E9, -301.1068252325058, -642.6644083857536, -2124.263174831867, -161.32432448863983
 1.7075953831964436E9, -448.78799468278885, -679.5248623490334, -2073.5202122330666, -221.4020773768425
 1.7075953831970143E9, -446.63381230831146, -758.7509030103683, -2117.0825669169426, -272.14503997564316
 1.7075953831970143E9, -310.4416155219078, -679.046155154705, -2141.257280230522, -180.47261226177216
 1.707595383210883E9, -385.5986450314522, -646.7334195375443, -2080.222112953663, -185.9777449965477
 1.707595383210883E9, -483.0155590772629, -743.4322727918625, -2099.131047129631, -283.3946590423584
 1.707595383226272E9, -340.6001687645912, -717.3427307009697, -2152.028192102909, -222.12013816833496
 1.707595383226272E9, -340.83952236175537, -635.2444468736649, -2096.9768647551537, -168.7442860007286
 1.7075953832270155E9, -483.73361986875534, -716.6246699094772, -2067.0576651096344, -256.347702562809
 1.7075953832270155E9, -387.0347666144371, -732.4220073223114, -2128.571539580822, -240.55036514997482
 1.7075953832405133E9, -294.16557091474533, -631.1754357218742, -2106.3116550445557, -146.00569427013397
 1.7075953832405133E9, -432.2725964784622, -663.488171339035, -2050.3029133081436, -206.08344715833664
 1.707595383256395E9, -431.3151820898056, -744.6290407776833, -2102.481997489929, -258.9805921316147
 1.707595383256395E9, -291.2933277487755, -662.5307569503784, -2130.9650755524635, -165.39333564043045
 1.707595383257131E9, -384.8805842399597, -639.0741044282913, -2068.015079498291, -174.01006513834
 1.707595383257131E9, -477.7497799396515, -739.1239080429077, -2087.4027208685875, -273.1024543642998
 1.70759538327046E9, -338.685339987278, -709.4440619945526, -2139.1030978560448, -213.0247014760971
 1.70759538327046E9, -333.65891444683075, -623.7554742097855, -2094.343975186348, -159.8882029056549
 1.7075953832864416E9, -485.8878022432327, -715.6672555208206, -2068.254433095455, -257.7838241457939
 1.7075953832864416E9, -398.5237392783165, -746.5438695549965, -2138.8637442588806, -254.91158097982407
 1.7075953832868967E9, -309.4842011332512, -651.041784286499, -2122.587699651718, -165.6326892375946
 1.7075953832868967E9, -448.0699338912964, -678.0887407660484, -2073.2808586359024, -230.01880687475204
 1.7075953833008761E9, -452.138945043087, -764.2560357451439, -2114.449677348137, -273.1024543642998
 1.7075953833008761E9, -305.1758363842964, -677.1313263773918, -2142.693401813507, -175.20683312416077
 1.7075953833163097E9, -387.0347666144371, -646.2547123432159, -2079.2646985650063, -182.8661482334137
 1.7075953833163097E9, -479.42525511980057, -744.150333583355, -2086.684660077095, -270.9482719898224
 1.7075953833169968E9, -335.0950360298157, -712.5556587576866, -2144.6082305908203, -205.84409356117249
 1.7075953833169968E9, -329.350549697876, -632.8509109020233, -2093.3865607976913, -157.73402053117752
 1.7075953833305535E9, -478.94654792547226, -703.2208684682846, -2069.9299082756042, -253.47545939683914
 1.7075953833305535E9, -390.38571697473526, -730.7465321421623, -2128.571539580822, -245.57679069042206
 1.7075953833462193E9, -298.4739356637001, -637.3986292481422, -2113.4922629594803, -152.94694858789444
 1.7075953833462193E9, -434.66613245010376, -667.7965360879898, -2059.1589964032173, -213.74276226758957
 1.707595383346939E9, -437.5383756160736, -745.3471015691757, -2104.3968262672424, -266.1612000465393
 1.707595383346939E9, -287.22431659698486, -658.701099395752, -2128.0928323864937, -169.22299319505692
 1.7075953833610036E9, -379.6148051023483, -641.4676403999329, -2069.69055467844, -184.06291621923447
 1.7075953833610036E9, -478.94654792547226, -733.6187753081322, -2088.360135257244, -275.4959903359413
 1.707595383376726E9, -335.573743224144, -700.8273324966431, -2145.326291382313, -206.8015079498291
 1.707595383376726E9, -333.8982680439949, -629.7393141388893, -2102.242643892765, -167.06881082057953
 1.707595383377002E9, -489.95681339502335, -716.3853163123131, -2075.674394607544, -262.570896089077
 1.707595383377002E9, -403.0714576244354, -750.1341735124588, -2141.9753410220146, -263.5283104777336
 1.707595383390558E9, -313.0745050907135, -650.8024306893349, -2133.358611524105, -173.77071154117584
 1.707595383390558E9, -444.4796299338341, -675.2164976000786, -2075.913748204708, -228.34333169460297
 1.7075953834062116E9, -450.2241162657738, -758.9902566075325, -2122.8270532488823, -274.5385759472847
 1.7075953834062116E9, -302.30359321832657, -674.4984368085861, -2144.368876993656, -180.233258664608
 1.7075953834068847E9, -381.52963387966156, -640.7495796084404, -2078.785991370678, -180.95131945610046
