%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0.0, -293.2081565260887, -632.8509109020233, -2072.802151441574, -223.55625975131989, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956067608538E9, 0.0, 2024-02-10 15:06:46.760
0.0, -290.8146205544472, -590.485324203968, -2005.3044370412827, -218.05112701654434, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956067608538E9, 0.0, 2024-02-10 15:06:46.760
1.0, -307.09066516160965, -611.7877943515778, -2006.0224978327751, -234.08781802654266, 0.0, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707595606775364E9, 0.0, 2024-02-10 15:06:46.775
1.0, -289.85720616579056, -636.2018612623215, -2070.887322664261, -235.76329320669174, 0.0, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707595606775364E9, 0.0, 2024-02-10 15:06:46.775
2.0, -281.9585374593735, -603.4104184508324, -2031.8726863265038, -210.63116550445557, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70759560678993E9, 0.0, 2024-02-10 15:06:46.789
2.0, -304.2184219956398, -598.144639313221, -1986.8742100596428, -220.68401658535004, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70759560678993E9, 0.0, 2024-02-10 15:06:46.789
3.0, -289.6178525686264, -628.7818997502327, -2061.3131787776947, -237.67812198400497, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956067906656E9, 0.0, 2024-02-10 15:06:46.790
3.0, -277.88952630758286, -614.8993911147118, -2058.680289208889, -217.33306622505188, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956067906656E9, 0.0, 2024-02-10 15:06:46.790
4.0, -296.798460483551, -589.7672634124756, -1983.5232596993446, -208.71633672714233, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70759560680432E9, 0.0, 2024-02-10 15:06:46.804
4.0, -303.50036120414734, -629.260606944561, -2029.000443160534, -237.43876838684082, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70759560680432E9, 0.0, 2024-02-10 15:06:46.804
5.0, -283.3946590423584, -626.6277173757553, -2068.254433095455, -224.0349669456482, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068203332E9, 0.0, 2024-02-10 15:06:46.820
5.0, -285.30948781967163, -589.0492026209831, -2006.7405586242676, -210.87051910161972, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068203332E9, 0.0, 2024-02-10 15:06:46.820
6.0, -298.23458206653595, -605.0858936309814, -1998.6025363206863, -223.07755255699158, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70759560682088E9, 0.0, 2024-02-10 15:06:46.820
6.0, -282.4372446537018, -625.1915957927704, -2058.680289208889, -221.8807845711708, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70759560682088E9, 0.0, 2024-02-10 15:06:46.820
7.0, -273.82051515579224, -590.7246778011322, -2023.7346640229225, -199.14219284057617, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068344631E9, 0.0, 2024-02-10 15:06:46.834
7.0, -296.55910688638687, -584.7408378720284, -1982.565845310688, -214.22146946191788, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068344631E9, 0.0, 2024-02-10 15:06:46.834
8.0, -290.33591336011887, -623.7554742097855, -2049.584852516651, -229.54009968042374, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068504045E9, 0.0, 2024-02-10 15:06:46.850
8.0, -275.017283141613, -605.3252472281456, -2047.4306701421738, -212.30664068460464, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068504045E9, 0.0, 2024-02-10 15:06:46.850
9.0, -298.23458206653595, -585.2195450663567, -1988.3103316426277, -213.0247014760971, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068505757E9, 0.0, 2024-02-10 15:06:46.850
9.0, -298.23458206653595, -617.0535734891891, -2018.229531288147, -222.35949176549911, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068505757E9, 0.0, 2024-02-10 15:06:46.850
10.0, -286.26690220832825, -629.7393141388893, -2062.988653957844, -212.30664068460464, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068644893E9, 0.0, 2024-02-10 15:06:46.864
10.0, -293.44751012325287, -588.3311418294907, -2008.6553874015808, -206.8015079498291, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068644893E9, 0.0, 2024-02-10 15:06:46.864
11.0, -308.5267867445946, -618.9684022665024, -2013.2031057476997, -231.69428205490112, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7075956068803937E9, 0.0, 2024-02-10 15:06:46.880
