%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
6.0, -47.3920122385025, -220.20530939102173, -169.94105398654938, 326.95701372623444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295956310868E9, 0.0, 2024-01-16 13:26:35.631
6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295956310868E9, 0.0, 2024-01-16 13:26:35.631
0.0, -105.55493634939194, -306.13325077295303, -242.7045475244522, 268.07602882385254, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595673086E9, 0.0, 2024-01-16 13:26:35.673
0.0, 6.223193526268005, -133.3199536204338, -116.56520181894302, 392.06119215488434, 0.0, 0.0, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595673086E9, 0.0, 2024-01-16 13:26:35.673
1.0, 38.29657554626465, -137.86767196655273, -125.18193131685257, 411.4488335251808, 0.0, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295956877327E9, 0.0, 2024-01-16 13:26:35.687
1.0, -89.99695253372192, -302.30359321832657, -237.67812198400497, 279.0862942934036, 0.0, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295956877327E9, 0.0, 2024-01-16 13:26:35.687
2.0, -51.93973058462143, -203.2112039923668, -160.60626369714737, 336.77051120996475, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595702246E9, 0.0, 2024-01-16 13:26:35.702
2.0, 55.05132734775543, -99.57109642028809, -94.3053172826767, 432.7513036727905, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595702246E9, 0.0, 2024-01-16 13:26:35.702
3.0, -42.844293892383575, -252.75739860534668, -207.99827593564987, 320.73382019996643, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957029953E9, 0.0, 2024-01-16 13:26:35.702
3.0, -75.87509030103683, -261.6134817004204, -205.36538636684418, 294.16557091474533, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957029953E9, 0.0, 2024-01-16 13:26:35.702
4.0, 47.63136583566666, -90.23630613088608, -78.98668706417084, 438.97449719905853, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595732833E9, 0.0, 2024-01-16 13:26:35.732
4.0, -11.967679858207703, -203.6899111866951, -173.05265074968338, 361.9026389122009, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595732833E9, 0.0, 2024-01-16 13:26:35.732
5.0, -99.09238922595978, -292.2507421374321, -235.04523241519928, 272.8631007671356, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595733543E9, 0.0, 2024-01-16 13:26:35.733
5.0, -3.829657554626465, -148.3992302417755, -125.18193131685257, 380.8115730881691, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595733543E9, 0.0, 2024-01-16 13:26:35.733
6.0, 21.063116550445557, -151.0321198105812, -140.50056153535843, 397.3269712924957, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957343032E9, 0.0, 2024-01-16 13:26:35.734
6.0, -89.75759893655777, -303.50036120414734, -240.31101155281067, 265.2037856578827, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957343032E9, 0.0, 2024-01-16 13:26:35.734
7.0, -50.98231619596481, -206.8015079498291, -177.83972269296646, 328.39313530921936, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957630064E9, 0.0, 2024-01-16 13:26:35.763
7.0, 43.56235468387604, -111.53877627849579, -110.34200829267502, 422.9378061890602, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957630064E9, 0.0, 2024-01-16 13:26:35.763
8.0, -49.306841015815735, -261.6134817004204, -213.98211586475372, 315.2286874651909, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957637277E9, 0.0, 2024-01-16 13:26:35.763
8.0, -76.35379749536514, -259.459299325943, -210.63116550445557, 291.2933277487755, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957637277E9, 0.0, 2024-01-16 13:26:35.763
9.0, 38.77528274059296, -100.5285108089447, -95.74143886566162, 418.62944144010544, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957644415E9, 0.0, 2024-01-16 13:26:35.764
9.0, -1.6754751801490784, -201.0570216178894, -161.08497089147568, 365.7322964668274, -1.008000047877431, -1.008000047877431, 1.008000047877431, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957644415E9, 0.0, 2024-01-16 13:26:35.764
10.0, -95.50208526849747, -299.4313500523567, -229.54009968042374, 276.45340472459793, -1.008000047877431, -1.008000047877431, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595776477E9, 0.0, 2024-01-16 13:26:35.776
10.0, 7.65931510925293, -132.60189282894135, -119.43744498491287, 381.52963387966156, -1.008000047877431, -1.008000047877431, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595776477E9, 0.0, 2024-01-16 13:26:35.776
11.0, 36.14239317178726, -134.99542880058289, -124.46387052536011, 406.1830543875694, -1.008000047877431, -0.49600002355873585, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957924984E9, 0.0, 2024-01-16 13:26:35.792
11.0, -87.36406296491623, -300.6281180381775, -245.8161442875862, 269.7515040040016, -1.008000047877431, -0.49600002355873585, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295957924984E9, 0.0, 2024-01-16 13:26:35.792
12.0, -46.67395144701004, -203.45055758953094, -167.30816441774368, 333.4195608496666, -0.49600002355873585, -0.49600002355873585, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595792922E9, 0.0, 2024-01-16 13:26:35.792
12.0, 51.22166979312897, -98.85303562879562, -91.1937205195427, 434.9054860472679, -0.49600002355873585, -0.49600002355873585, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.705429595792922E9, 0.0, 2024-01-16 13:26:35.792
13.0, -54.572620153427124, -262.0921888947487, -211.58857989311218, 313.79256588220596, -0.49600002355873585, -0.49600002355873585, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70542959580674E9, 0.0, 2024-01-16 13:26:35.806
13.0, -80.66216224431992, -261.3741281032562, -207.04086154699326, 295.12298530340195, -0.49600002355873585, -0.49600002355873585, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70542959580674E9, 0.0, 2024-01-16 13:26:35.806
14.0, 46.434597849845886, -92.15113490819931, -81.85893023014069, 432.5119500756264, -0.49600002355873585, -0.49600002355873585, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295958542821E9, 0.0, 2024-01-16 13:26:35.854
14.0, -9.095436692237854, -207.04086154699326, -170.65911477804184, 359.26974934339523, -0.49600002355873585, -0.49600002355873585, 0.49600002355873585, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7054295958542821E9, 0.0, 2024-01-16 13:26:35.854
